Do you plan on attending the Shape the Future Symposium?,Choice 1,Choice 2,Choice 3,Choice 4,Choice 5,Choice 6,Choice 7,Choice 8,Choice 9,Choice 10,Choice 11,Choice 12,Choice 13
"Yes, I will attend virtually",The Future of Work: What You Need to Know to Navigate this Brave New World,Service Design: A Framework for Practical Collaboration,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,ESG 101,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program
"Yes, I will attend virtually",Shaping the Future Through Inspiration and Innovation,Modern Portfolio Management,The Future of Work: What You Need to Know to Navigate this Brave New World,Service Design: A Framework for Practical Collaboration,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,Build a Bot Using PowerAutomate,MIDL Earth - Digitized 
"Yes, I will attend virtually",Build a Bot Using PowerAutomate,The Future of Work: What You Need to Know to Navigate this Brave New World,Architecting for a Sustainable Cloud Future,Starbucks Experimentation Program,Shaping the Future Through Inspiration and Innovation,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Fusion Development with the Microsoft Power Platform,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,MIDL Earth - Digitized ,Modern Portfolio Management,Service Design: A Framework for Practical Collaboration,Environmental Impact @ Slalom with Net Zero Cloud
"Yes, I will attend in person",Low Code – Meeting User Needs While Also Being Fast and Lean,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Modern Portfolio Management,Shaping the Future Through Inspiration and Innovation,The Future of Work: What You Need to Know to Navigate this Brave New World,ESG 101,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Introduction to the Seattle Sustainability Team,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program,Service Design: A Framework for Practical Collaboration
"No, I will not attend",,,,,,,,,,,,,
"Yes, I will attend in person",Introduction to the Seattle Sustainability Team,Fusion Development with the Microsoft Power Platform,Build a Bot Using PowerAutomate,The Future of Work: What You Need to Know to Navigate this Brave New World,Low Code – Meeting User Needs While Also Being Fast and Lean,Shaping the Future Through Inspiration and Innovation,ESG 101,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program,Modern Portfolio Management
"Yes, I will attend virtually",The Future of Work: What You Need to Know to Navigate this Brave New World,Shaping the Future Through Inspiration and Innovation,Starbucks Experimentation Program,Introduction to the Seattle Sustainability Team,Low Code – Meeting User Needs While Also Being Fast and Lean,Environmental Impact @ Slalom with Net Zero Cloud,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,ESG 101,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,MIDL Earth - Digitized ,Modern Portfolio Management
"Yes, I will attend virtually",Modern Portfolio Management,Service Design: A Framework for Practical Collaboration,Architecting for a Sustainable Cloud Future,Low Code – Meeting User Needs While Also Being Fast and Lean,ESG 101,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Introduction to the Seattle Sustainability Team,Shaping the Future Through Inspiration and Innovation,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"Yes, I will attend virtually",Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program,Modern Portfolio Management
"Yes, I will attend virtually",ESG 101,Introduction to the Seattle Sustainability Team,Starbucks Experimentation Program,Shaping the Future Through Inspiration and Innovation,Environmental Impact @ Slalom with Net Zero Cloud,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,The Future of Work: What You Need to Know to Navigate this Brave New World,MIDL Earth - Digitized ,Modern Portfolio Management
"Yes, I will attend virtually",Service Design: A Framework for Practical Collaboration,Architecting for a Sustainable Cloud Future,The Future of Work: What You Need to Know to Navigate this Brave New World,Modern Portfolio Management,Starbucks Experimentation Program,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud
"Yes, I will attend virtually",Starbucks Experimentation Program,Build a Bot Using PowerAutomate,Architecting for a Sustainable Cloud Future,Fusion Development with the Microsoft Power Platform,Modern Portfolio Management,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Low Code – Meeting User Needs While Also Being Fast and Lean,Service Design: A Framework for Practical Collaboration,ESG 101,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud
"Yes, I will attend in person",Starbucks Experimentation Program,Shaping the Future Through Inspiration and Innovation,ESG 101,The Future of Work: What You Need to Know to Navigate this Brave New World,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Modern Portfolio Management
"No, I will not attend",,,,,,,,,,,,,
"Yes, I will attend in person",Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Service Design: A Framework for Practical Collaboration,MIDL Earth - Digitized ,Modern Portfolio Management,Architecting for a Sustainable Cloud Future,ESG 101,Starbucks Experimentation Program,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,Low Code – Meeting User Needs While Also Being Fast and Lean,Environmental Impact @ Slalom with Net Zero Cloud,The Future of Work: What You Need to Know to Navigate this Brave New World,Build a Bot Using PowerAutomate
"Yes, I will attend virtually",Service Design: A Framework for Practical Collaboration,The Future of Work: What You Need to Know to Navigate this Brave New World,Shaping the Future Through Inspiration and Innovation,Modern Portfolio Management,Starbucks Experimentation Program,ESG 101,Introduction to the Seattle Sustainability Team,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud
"Yes, I will attend virtually",MIDL Earth - Digitized ,Shaping the Future Through Inspiration and Innovation,Starbucks Experimentation Program,Modern Portfolio Management,The Future of Work: What You Need to Know to Navigate this Brave New World,Service Design: A Framework for Practical Collaboration,Architecting for a Sustainable Cloud Future,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement
"Yes, I will attend in person",Shaping the Future Through Inspiration and Innovation,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Build a Bot Using PowerAutomate,Low Code – Meeting User Needs While Also Being Fast and Lean,Fusion Development with the Microsoft Power Platform,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Starbucks Experimentation Program,Service Design: A Framework for Practical Collaboration,Introduction to the Seattle Sustainability Team,Architecting for a Sustainable Cloud Future,ESG 101
"Yes, I will attend in person",Architecting for a Sustainable Cloud Future,Low Code – Meeting User Needs While Also Being Fast and Lean,Environmental Impact @ Slalom with Net Zero Cloud,Shaping the Future Through Inspiration and Innovation,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,The Future of Work: What You Need to Know to Navigate this Brave New World,MIDL Earth - Digitized ,Starbucks Experimentation Program,Modern Portfolio Management
"Yes, I will attend in person",Build a Bot Using PowerAutomate,Modern Portfolio Management,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Low Code – Meeting User Needs While Also Being Fast and Lean,Environmental Impact @ Slalom with Net Zero Cloud,Architecting for a Sustainable Cloud Future,Starbucks Experimentation Program,Service Design: A Framework for Practical Collaboration,Shaping the Future Through Inspiration and Innovation,ESG 101,The Future of Work: What You Need to Know to Navigate this Brave New World,Fusion Development with the Microsoft Power Platform,MIDL Earth - Digitized 
"Yes, I will attend in person",Environmental Impact @ Slalom with Net Zero Cloud,Shaping the Future Through Inspiration and Innovation,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Modern Portfolio Management,Low Code – Meeting User Needs While Also Being Fast and Lean,Fusion Development with the Microsoft Power Platform,Starbucks Experimentation Program,Architecting for a Sustainable Cloud Future,ESG 101,Build a Bot Using PowerAutomate,MIDL Earth - Digitized ,The Future of Work: What You Need to Know to Navigate this Brave New World,Introduction to the Seattle Sustainability Team
"Yes, I will attend in person",Service Design: A Framework for Practical Collaboration,Shaping the Future Through Inspiration and Innovation,The Future of Work: What You Need to Know to Navigate this Brave New World,Modern Portfolio Management,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"Yes, I will attend in person",The Future of Work: What You Need to Know to Navigate this Brave New World,Shaping the Future Through Inspiration and Innovation,Modern Portfolio Management,Starbucks Experimentation Program,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"Yes, I will attend in person",Service Design: A Framework for Practical Collaboration,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Shaping the Future Through Inspiration and Innovation,Low Code – Meeting User Needs While Also Being Fast and Lean,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Architecting for a Sustainable Cloud Future,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program
"Yes, I will attend in person",Starbucks Experimentation Program,Shaping the Future Through Inspiration and Innovation,Environmental Impact @ Slalom with Net Zero Cloud,The Future of Work: What You Need to Know to Navigate this Brave New World,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,MIDL Earth - Digitized ,Modern Portfolio Management
"Yes, I will attend in person",The Future of Work: What You Need to Know to Navigate this Brave New World,Shaping the Future Through Inspiration and Innovation,Low Code – Meeting User Needs While Also Being Fast and Lean,Fusion Development with the Microsoft Power Platform,Modern Portfolio Management,Build a Bot Using PowerAutomate,MIDL Earth - Digitized ,Introduction to the Seattle Sustainability Team,ESG 101,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,Starbucks Experimentation Program
"Yes, I will attend virtually",The Future of Work: What You Need to Know to Navigate this Brave New World,Service Design: A Framework for Practical Collaboration,Starbucks Experimentation Program,Shaping the Future Through Inspiration and Innovation,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"Yes, I will attend in person",Modern Portfolio Management,Service Design: A Framework for Practical Collaboration,Starbucks Experimentation Program,ESG 101,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,The Future of Work: What You Need to Know to Navigate this Brave New World,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud
"Yes, I will attend in person",Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,The Future of Work: What You Need to Know to Navigate this Brave New World,Build a Bot Using PowerAutomate,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program,Modern Portfolio Management
"Yes, I will attend virtually",Modern Portfolio Management,Low Code – Meeting User Needs While Also Being Fast and Lean,ESG 101,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program
"Yes, I will attend in person",Shaping the Future Through Inspiration and Innovation,The Future of Work: What You Need to Know to Navigate this Brave New World,Service Design: A Framework for Practical Collaboration,Low Code – Meeting User Needs While Also Being Fast and Lean,Introduction to the Seattle Sustainability Team,ESG 101,Environmental Impact @ Slalom with Net Zero Cloud,Starbucks Experimentation Program,Modern Portfolio Management,Fusion Development with the Microsoft Power Platform,MIDL Earth - Digitized ,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Architecting for a Sustainable Cloud Future
"Yes, I will attend in person",Build a Bot Using PowerAutomate,Environmental Impact @ Slalom with Net Zero Cloud,The Future of Work: What You Need to Know to Navigate this Brave New World,Shaping the Future Through Inspiration and Innovation,ESG 101,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Low Code – Meeting User Needs While Also Being Fast and Lean,Introduction to the Seattle Sustainability Team,Fusion Development with the Microsoft Power Platform,Architecting for a Sustainable Cloud Future,MIDL Earth - Digitized ,Starbucks Experimentation Program,Modern Portfolio Management
"Yes, I will attend in person",Architecting for a Sustainable Cloud Future,Build a Bot Using PowerAutomate,Shaping the Future Through Inspiration and Innovation,Starbucks Experimentation Program,Service Design: A Framework for Practical Collaboration,The Future of Work: What You Need to Know to Navigate this Brave New World,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"Yes, I will attend in person",Shaping the Future Through Inspiration and Innovation,Low Code – Meeting User Needs While Also Being Fast and Lean,The Future of Work: What You Need to Know to Navigate this Brave New World,Starbucks Experimentation Program,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Modern Portfolio Management
"Yes, I will attend in person",Service Design: A Framework for Practical Collaboration,Starbucks Experimentation Program,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,ESG 101,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"Yes, I will attend in person",Shaping the Future Through Inspiration and Innovation,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Introduction to the Seattle Sustainability Team,Environmental Impact @ Slalom with Net Zero Cloud,Service Design: A Framework for Practical Collaboration,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,The Future of Work: What You Need to Know to Navigate this Brave New World,MIDL Earth - Digitized ,Starbucks Experimentation Program
"Yes, I will attend in person",Low Code – Meeting User Needs While Also Being Fast and Lean,MIDL Earth - Digitized ,Modern Portfolio Management,Fusion Development with the Microsoft Power Platform,Build a Bot Using PowerAutomate,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,ESG 101,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,Starbucks Experimentation Program
"No, I will not attend",,,,,,,,,,,,,
"Yes, I will attend in person",Service Design: A Framework for Practical Collaboration,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,Architecting for a Sustainable Cloud Future,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,MIDL Earth - Digitized ,Starbucks Experimentation Program
"Yes, I will attend in person",The Future of Work: What You Need to Know to Navigate this Brave New World,Modern Portfolio Management,Low Code – Meeting User Needs While Also Being Fast and Lean,Starbucks Experimentation Program,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,ESG 101,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"Yes, I will attend in person",Build a Bot Using PowerAutomate,Low Code – Meeting User Needs While Also Being Fast and Lean,The Future of Work: What You Need to Know to Navigate this Brave New World,Starbucks Experimentation Program,Fusion Development with the Microsoft Power Platform,Environmental Impact @ Slalom with Net Zero Cloud,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,ESG 101,Architecting for a Sustainable Cloud Future,Modern Portfolio Management,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,MIDL Earth - Digitized 
"Yes, I will attend in person",Starbucks Experimentation Program,Architecting for a Sustainable Cloud Future,Build a Bot Using PowerAutomate,Modern Portfolio Management,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"Yes, I will attend in person",The Future of Work: What You Need to Know to Navigate this Brave New World,Modern Portfolio Management,Service Design: A Framework for Practical Collaboration,Starbucks Experimentation Program,Shaping the Future Through Inspiration and Innovation,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Low Code – Meeting User Needs While Also Being Fast and Lean,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"Yes, I will attend in person",Low Code – Meeting User Needs While Also Being Fast and Lean,ESG 101,Build a Bot Using PowerAutomate,MIDL Earth - Digitized ,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,Service Design: A Framework for Practical Collaboration,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,Starbucks Experimentation Program
"Yes, I will attend virtually",Shaping the Future Through Inspiration and Innovation,Architecting for a Sustainable Cloud Future,ESG 101,Introduction to the Seattle Sustainability Team,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Low Code – Meeting User Needs While Also Being Fast and Lean,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program,Modern Portfolio Management
"Yes, I will attend virtually",Shaping the Future Through Inspiration and Innovation,Service Design: A Framework for Practical Collaboration,Introduction to the Seattle Sustainability Team,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Architecting for a Sustainable Cloud Future,Environmental Impact @ Slalom with Net Zero Cloud,Fusion Development with the Microsoft Power Platform,Build a Bot Using PowerAutomate,The Future of Work: What You Need to Know to Navigate this Brave New World,MIDL Earth - Digitized ,Modern Portfolio Management
"Yes, I will attend virtually",Shaping the Future Through Inspiration and Innovation,The Future of Work: What You Need to Know to Navigate this Brave New World,Introduction to the Seattle Sustainability Team,Service Design: A Framework for Practical Collaboration,Starbucks Experimentation Program,Modern Portfolio Management,Environmental Impact @ Slalom with Net Zero Cloud,ESG 101,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,MIDL Earth - Digitized ,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Build a Bot Using PowerAutomate
"No, I will not attend",,,,,,,,,,,,,
"Yes, I will attend virtually",Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,ESG 101,MIDL Earth - Digitized ,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,Low Code – Meeting User Needs While Also Being Fast and Lean,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,Starbucks Experimentation Program,Modern Portfolio Management
"No, I will not attend",,,,,,,,,,,,,
"No, I will not attend",,,,,,,,,,,,,
"No, I will not attend",,,,,,,,,,,,,
"Yes, I will attend virtually",Low Code – Meeting User Needs While Also Being Fast and Lean,Shaping the Future Through Inspiration and Innovation,The Future of Work: What You Need to Know to Navigate this Brave New World,Starbucks Experimentation Program,Service Design: A Framework for Practical Collaboration,Modern Portfolio Management,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Introduction to the Seattle Sustainability Team,ESG 101,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud
"Yes, I will attend in person",The Future of Work: What You Need to Know to Navigate this Brave New World,Service Design: A Framework for Practical Collaboration,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,Build a Bot Using PowerAutomate,ESG 101,Modern Portfolio Management,Starbucks Experimentation Program,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Fusion Development with the Microsoft Power Platform,Architecting for a Sustainable Cloud Future,Environmental Impact @ Slalom with Net Zero Cloud,Low Code – Meeting User Needs While Also Being Fast and Lean
"Yes, I will attend in person",Starbucks Experimentation Program,Service Design: A Framework for Practical Collaboration,Introduction to the Seattle Sustainability Team,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,The Future of Work: What You Need to Know to Navigate this Brave New World,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"Yes, I will attend in person",,,,,,,,,,,,,
"Yes, I will attend virtually",ESG 101,The Future of Work: What You Need to Know to Navigate this Brave New World,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Service Design: A Framework for Practical Collaboration,Fusion Development with the Microsoft Power Platform,Shaping the Future Through Inspiration and Innovation,Introduction to the Seattle Sustainability Team,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Build a Bot Using PowerAutomate,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program
"Yes, I will attend virtually",The Future of Work: What You Need to Know to Navigate this Brave New World,Shaping the Future Through Inspiration and Innovation,Low Code – Meeting User Needs While Also Being Fast and Lean,Fusion Development with the Microsoft Power Platform,Build a Bot Using PowerAutomate,Introduction to the Seattle Sustainability Team,ESG 101,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program,Modern Portfolio Management
"Yes, I will attend in person",The Future of Work: What You Need to Know to Navigate this Brave New World,Shaping the Future Through Inspiration and Innovation,Modern Portfolio Management,Starbucks Experimentation Program,Introduction to the Seattle Sustainability Team,Build a Bot Using PowerAutomate,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Fusion Development with the Microsoft Power Platform,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized 
"No, I will not attend",,,,,,,,,,,,,
"No, I will not attend",,,,,,,,,,,,,
"Yes, I will attend in person",Shaping the Future Through Inspiration and Innovation,The Future of Work: What You Need to Know to Navigate this Brave New World,Modern Portfolio Management,Introduction to the Seattle Sustainability Team,Build a Bot Using PowerAutomate,Fusion Development with the Microsoft Power Platform,ESG 101,Low Code – Meeting User Needs While Also Being Fast and Lean,Architecting for a Sustainable Cloud Future,Energy Demand Nowcasting: How Machine Learning can Help Unlock ESG Enablement,Environmental Impact @ Slalom with Net Zero Cloud,MIDL Earth - Digitized ,Starbucks Experimentation Program
